rank,finalWorth,category,personName,age,country,source,industries,selfMade,gender,gross_tertiary_education_enrollment,life_expectancy_country,gdp_country,population_country
523,5100,Finance & Investments,Rekha Jhunjhunwala,59.0,India,Investments,Finance,False,F,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
523,5100,Finance & Investments,Charles B. Johnson,90.0,United States,Franklin Templeton,Finance,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
523,5100,Media & Entertainment,Kwon Hyuk-bin,49.0,Republic of Korea,Online games,Entertainment,True,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
523,5100,Finance & Investments,Sami Mnaymneh,61.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
523,5100,Logistics,Kjell Inge Rokke,64.0,Norway,"Shipping, seafood",Logistics,True,M,82.0,82.8,"$403,336,363,636 ",5347896.0
523,5100,Finance & Investments,Tony Tamer,65.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
523,5100,Technology,Romesh T. Wadhwani,75.0,United States,Software,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
523,5100,Healthcare,Hansjoerg Wyss,88.0,United States,Medical devices,Healthcare,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
523,5100,Sports,Denise York & family,72.0,United States,San Francisco 49ers,Sports,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Finance & Investments,Ron Baron,79.0,United States,Money management,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Energy,Robert Bass,75.0,United States,"Oil, investments",Energy,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Healthcare,Dona Bertarelli,55.0,Switzerland,Biotech and investments,Healthcare,False,F,59.6,83.6,"$703,082,435,360 ",8574832.0
534,5000,Finance & Investments,Alexander Gerko,43.0,United Kingdom,Trading,Finance,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
534,5000,Technology,Martin Haefner,69.0,Switzerland,"Software, investments",Technology,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
534,5000,Telecom,"Robert Hale, Jr.",56.0,United States,Telecom,Telecom,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Healthcare,Viktor Kharitonin,50.0,Russian Federation,Pharmaceuticals,Healthcare,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
534,5000,Technology,Kim Beom-su,57.0,Republic of Korea,Online services,Technology,True,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
534,5000,Fashion & Retail,Jane Lauder,50.0,United States,Estée Lauder,Fashion,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Fashion & Retail,Michel Leclercq & family,83.0,France,Sporting goods,Fashion,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
534,5000,Media & Entertainment,George Lucas,78.0,United States,Star Wars,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Sports,Janice McNair,86.0,United States,"Energy, sports",Sports,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
534,5000,Healthcare,Ugur Sahin,57.0,Germany,Biotechnology,Healthcare,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
534,5000,Real Estate,Alexandra Schoerghuber & family,64.0,Germany,Real estate,Real Estate,False,F,70.2,80.9,"$3,845,630,030,824 ",83132799.0
534,5000,Healthcare,Thomas Straumann,59.0,Switzerland,Dental implants,Healthcare,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
534,5000,Food & Beverage,Murat Ulker,64.0,Turkey,Food,Food,False,M,23.9,77.4,"$754,411,708,203 ",83429615.0
534,5000,Fashion & Retail,Chip Wilson,66.0,Canada,Lululemon,Fashion,True,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
552,4900,Manufacturing,Jim Davis & family,79.0,United States,New Balance,Manufacturing,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Healthcare,Murali Divi & family,72.0,India,Pharmaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
552,4900,Technology,Dagmar Dolby & family,81.0,United States,Dolby Laboratories,Technology,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Service,Tom Golisano,81.0,United States,Payroll services,Service,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Finance & Investments,Jonathan Gray,53.0,United States,Investments,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Finance & Investments,Bidzina Ivanishvili,67.0,Georgia,Investments,Finance,True,M,63.9,73.6,"$17,743,195,770 ",3720382.0
552,4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,94.0,Indonesia,"Palm oil, nickel mining",Mining,True,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
552,4900,Healthcare,Rudolf Maag,77.0,Switzerland,Medical devices,Healthcare,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
552,4900,Food & Beverage,Emanuele (Lino) Saputo & family,86.0,Canada,Cheese,Food,False,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
552,4900,Automotive,Mark Shoen,72.0,United States,U-Haul,Automotive,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Sports,Dan Snyder,58.0,United States,Washington Commanders,Sports,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Diversified,Chairul Tanjung,60.0,Indonesia,Diversified,Diversified,True,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
552,4900,Energy,Kelcy Warren,67.0,United States,Pipelines,Energy,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
552,4900,Fashion & Retail,Zhang Tao,50.0,China,E-commerce,Fashion,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
567,4800,Fashion & Retail,Michael Ashley,58.0,United Kingdom,Sports retailing,Fashion,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
567,4800,Fashion & Retail,Tomasz Biernacki,50.0,Poland,Supermarkets,Fashion,True,M,67.8,77.6,"$592,164,400,688 ",37970874.0
567,4800,Healthcare,Bernard Broermann,79.0,Germany,Hospitals,Healthcare,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
567,4800,Fashion & Retail,Jimmy Haslam,69.0,United States,"Gas stations, retail",Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Manufacturing,H. Fisk Johnson,64.0,United States,Cleaning products,Manufacturing,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Manufacturing,S. Curtis Johnson,67.0,United States,Cleaning products,Manufacturing,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Manufacturing,Helen Johnson-Leipold,66.0,United States,Cleaning products,Manufacturing,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Technology,Vinod Khosla,68.0,United States,Venture capital,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Technology,Thai Lee,64.0,United States,IT provider,Technology,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Manufacturing,Winifred J. Marquart,63.0,United States,Cleaning products,Manufacturing,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
567,4800,Healthcare,Pankaj Patel,70.0,India,Pharmaceuticals,Healthcare,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
567,4800,Finance & Investments,Yu Yong,62.0,China,Mining,Finance,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
580,4700,Diversified,Maria Fernanda Amorim & family,88.0,Portugal,"Energy, investments",Diversified,False,F,63.9,81.3,"$237,686,075,635 ",10269417.0
580,4700,Sports,Gayle Benson,76.0,United States,New Orleans Saints,Sports,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
580,4700,Manufacturing,Ali Erdemoglu,63.0,Turkey,Carpet,Manufacturing,True,M,23.9,77.4,"$754,411,708,203 ",83429615.0
580,4700,Finance & Investments,Andre Esteves,54.0,Brazil,Banking,Finance,True,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
580,4700,Real Estate,Carlo Fidani,68.0,Canada,Real estate,Real Estate,False,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
580,4700,Technology,Hong Ra-hee,77.0,Republic of Korea,Samsung,Technology,False,F,94.3,82.6,"$2,029,000,000,000 ",51709098.0
580,4700,Manufacturing,Li Gaiteng,50.0,China,Hair dryers,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
580,4700,Media & Entertainment,Thomas Secunda,68.0,United States,Bloomberg LP,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
580,4700,Diversified,Zuowen Song,76.0,China,"Aluminum, diversified",Diversified,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
580,4700,Media & Entertainment,Tim Sweeney,52.0,United States,Video games,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Food & Beverage,Bert Beveridge,61.0,United States,Vodka,Food,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Media & Entertainment,Mark Cuban,64.0,United States,"Online media, Dallas Mavericks",Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Media & Entertainment,Charles Dolan & family,96.0,United States,Cable television,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Technology,Jack Dorsey,46.0,United States,"Twitter, Square",Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Energy,Fan Hongwei,56.0,China,Petrochemicals,Energy,True,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
591,4600,Metals & Mining,Vladimir Kim,62.0,Kazakhstan,Mining,Mining,True,M,61.7,73.2,"$180,161,741,180 ",18513930.0
591,4600,Fashion & Retail,Ronald Lauder,79.0,United States,Estee Lauder,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Manufacturing,Li Chunan,54.0,China,Renewable energy,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
591,4600,Media & Entertainment,Forrest Li,45.0,Singapore,Gaming,Entertainment,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
591,4600,Fashion & Retail,Doug Meijer & family,69.0,United States,Supermarkets,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Fashion & Retail,Hank Meijer & family,71.0,United States,Supermarkets,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Fashion & Retail,Mark Meijer & family,65.0,United States,Supermarkets,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Food & Beverage,Issad Rebrab & family,79.0,Algeria,Food,Food,True,M,51.4,76.7,"$169,988,236,398 ",43053054.0
591,4600,Logistics,Fred Smith,78.0,United States,FedEx,Logistics,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Finance & Investments,Barry Sternlicht,62.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Manufacturing,Maximilian Viessmann,34.0,Germany,"Heating, cooling equipment",Manufacturing,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
591,4600,Food & Beverage,Russ Weiner,52.0,United States,Energy drinks,Food,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
591,4600,Healthcare,Xue Min,66.0,China,Healthcare,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55.0,Mexico,Tequila,Food,False,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
611,4500,Technology,Dietmar Hopp & family,82.0,Germany,Software,Technology,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
611,4500,Technology,Jiang Bin,56.0,China,Acoustic components,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
611,4500,Technology,Joseph Liemandt,54.0,United States,Software,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
611,4500,Food & Beverage,Theo Mueller,83.0,Switzerland,Dairy,Food,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
611,4500,Technology,N.R. Narayana Murthy,76.0,India,Software services,Technology,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
611,4500,Fashion & Retail,Odd Reitan & family,71.0,Norway,"Retail, real estate",Fashion,False,M,82.0,82.8,"$403,336,363,636 ",5347896.0
611,4500,Finance & Investments,Marc Rowan,60.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
611,4500,Real Estate,Hussain Sajwani,70.0,United Arab Emirates,Real estate,Real Estate,True,M,36.8,77.8,"$421,142,267,938 ",9770529.0
611,4500,Finance & Investments,David Velez & family,41.0,Brazil,Fintech,Finance,True,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
611,4500,Manufacturing,Xu Jinfu,59.0,China,Chemicals,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
611,4500,Manufacturing,You Xiaoping & family,65.0,China,"Chemicals, spandex",Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
624,4400,Healthcare,Stéphane Bancel,50.0,United States,"Biotech, vaccines",Healthcare,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
624,4400,Technology,Margot Birmingham Perot,89.0,United States,"Computer services, real estate",Technology,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
624,4400,Manufacturing,Neal Blue & family,88.0,United States,Defense,Manufacturing,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
624,4400,Service,Jim Davis,63.0,United States,Staffing & recruiting,Service,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
624,4400,Construction & Engineering,Rafael Del Pino,64.0,Spain,Construction,Construction,False,M,88.9,83.3,"$1,394,116,310,769 ",47076781.0
624,4400,Healthcare,Peter Grogg,81.0,Switzerland,Biochemicals,Healthcare,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
624,4400,Fashion & Retail,Christian Haub,58.0,Germany,Retail,Fashion,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
624,4400,Real Estate,Mangal Prabhat Lodha,67.0,India,Real estate,Real Estate,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
624,4400,Sports,Jeffrey Lurie & family,71.0,United States,Philadelphia Eagles,Sports,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
624,4400,Finance & Investments,Joe Mansueto,66.0,United States,Investment research,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
624,4400,Manufacturing,Qian Dongqi & family,65.0,China,Home-cleaning robots,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
624,4400,Metals & Mining,Mikhail Shelkov,54.0,Russian Federation,Titanium,Mining,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
636,4300,Telecom,Patrick Drahi,59.0,Switzerland,Telecom,Telecom,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
636,4300,Finance & Investments,Behdad Eghbali,46.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Finance & Investments,Juan Carlos Escotet,63.0,Spain,Banking,Finance,True,M,88.9,83.3,"$1,394,116,310,769 ",47076781.0
636,4300,Finance & Investments,Jose E. Feliciano,49.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Healthcare,Hu Kaijun,61.0,China,Pharmaceuticals,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
636,4300,Logistics,Johnelle Hunt,91.0,United States,Trucking,Logistics,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Food & Beverage,Marian Ilitch,90.0,United States,Little Caesars Pizza,Food,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Diversified,Daryl Katz,61.0,Canada,Pharmacies,Diversified,True,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
636,4300,Metals & Mining,Andrei Kozitsyn,62.0,Russian Federation,Metals,Mining,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
636,4300,Finance & Investments,Timur Kulibaev,56.0,Kazakhstan,Banking,Finance,True,M,61.7,73.2,"$180,161,741,180 ",18513930.0
636,4300,Finance & Investments,Dinara Kulibaeva,55.0,Kazakhstan,Banking,Finance,False,F,61.7,73.2,"$180,161,741,180 ",18513930.0
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61.0,United States,Cargill,Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Real Estate,Jay Paul,75.0,United States,Real estate,Real Estate,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Diversified,Pham Nhat Vuong,54.0,Vietnam,Diversified,Diversified,True,M,28.5,75.3,"$261,921,244,843 ",96462106.0
636,4300,Healthcare,Jon Stryker,64.0,United States,Medical equipment,Healthcare,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
636,4300,Technology,Frank Wang,42.0,China,Drones,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
636,4300,Manufacturing,Wang Junshi & family,74.0,China,Solar inverters,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
636,4300,Technology,Wang Wenjing,58.0,China,Business software,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
636,4300,Finance & Investments,Herbert Wertheim,83.0,United States,Investments,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Service,Shari Arison,65.0,Israel,Carnival Cruises,Service,False,F,63.4,82.8,"$395,098,666,122 ",9053300.0
659,4200,Finance & Investments,Pyotr Aven,68.0,Latvia,"Oil, banking, telecom",Finance,True,M,88.1,74.7,"$34,117,202,555 ",1912789.0
659,4200,Real Estate,Chan Laiwa & family,82.0,China,Real estate,Real Estate,True,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
659,4200,Real Estate,Chen Hua,57.0,China,Real estate,Real Estate,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
659,4200,Finance & Investments,Thomas Hagen,87.0,United States,Insurance,Finance,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Finance & Investments,"Rupert Johnson, Jr.",82.0,United States,Franklin Templeton,Finance,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Energy,Dewi Kam,72.0,Indonesia,Coal,Energy,True,F,36.3,71.5,"$1,119,190,780,753 ",270203917.0
659,4200,Technology,Min Kao & family,74.0,United States,Navigation equipment,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,82.0,France,Finance,Finance,True,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
659,4200,Technology,Eric Lefkofsky,53.0,United States,"Groupon, investments",Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Technology,Lin Bin,55.0,China,Smartphones,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
659,4200,Finance & Investments,Lin Li,59.0,China,Investments,Finance,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
659,4200,Technology,Michael Moritz,68.0,United States,Venture capital,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Service,Jean (Gigi) Pritzker,60.0,United States,"Hotels, investments",Service,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Automotive,E. Joe Shoen,73.0,United States,U-Haul,Automotive,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Technology,Jeff Skoll,58.0,United States,EBay,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Food & Beverage,Lynsi Snyder,40.0,United States,In-N-Out Burger,Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
659,4200,Fashion & Retail,Djoko Susanto,73.0,Indonesia,Supermarkets,Fashion,True,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
659,4200,Diversified,Tahir & family,71.0,Indonesia,Diversified,Diversified,True,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
659,4200,Finance & Investments,Peter Thiel,55.0,United States,"Facebook, investments",Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Food & Beverage,Andrej Babis,68.0,Czech Republic,Agriculture,Food,True,M,64.1,79.0,"$246,489,245,495 ",10669709.0
679,4100,Service,Danielle Bellon & family,83.0,France,Food services,Service,False,F,65.6,82.5,"$2,715,518,274,227 ",67059887.0
679,4100,Media & Entertainment,Hubert Burda,83.0,Germany,Publishing,Entertainment,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
679,4100,Food & Beverage,Nick Caporella,87.0,United States,Beverages,Food,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Energy,John Catsimatidis,74.0,United States,"Oil, real estate",Energy,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Technology,Scott Cook,70.0,United States,Software,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Food & Beverage,Luca Garavoglia,54.0,Italy,Spirits,Food,False,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
679,4100,Manufacturing,Antti Herlin,66.0,Finland,"Elevators, escalators",Manufacturing,False,M,88.2,81.7,"$268,761,201,365 ",5520314.0
679,4100,Manufacturing,Hong Jie,55.0,China,Paint,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
679,4100,Service,"Jeremy Jacobs, Sr. & family",83.0,United States,Food service,Service,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Fashion & Retail,Igor Kesaev,56.0,Russian Federation,"Tobacco distribution, retail",Fashion,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
679,4100,Food & Beverage,Mary Alice Dorrance Malone,73.0,United States,Campbell Soup,Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Diversified,Joao Moreira Salles,61.0,Brazil,"Banking, minerals",Diversified,False,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
679,4100,Finance & Investments,Walther Moreira Salles Junior,66.0,Brazil,"Banking, minerals",Finance,False,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
679,4100,Sports,Arturo Moreno,76.0,United States,"Billboards, Los Angeles Angels",Sports,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Manufacturing,Peter Spuhler,63.0,Switzerland,Train cars,Manufacturing,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
679,4100,Real Estate,Donald Sterling,88.0,United States,Real estate,Real Estate,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Diversified,Kerry Stokes,82.0,Australia,"Construction equipment, media",Diversified,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
679,4100,Technology,Ken Xie,60.0,United States,Cybersecurity,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
679,4100,Healthcare,Liangzhi Xie & family,57.0,China,Biotech,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
699,4000,Energy,Sid Bass,80.0,United States,"Oil, investments",Energy,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Technology,Ben Chestnut,48.0,United States,Email marketing,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Food & Beverage,Elisabeth DeLuca & family,75.0,United States,Subway,Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Diversified,Guangchang Guo,56.0,China,Conglomerate,Diversified,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
699,4000,Manufacturing,Vinod Rai Gupta,77.0,India,Electrical equipment,Manufacturing,False,F,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
699,4000,Sports,John Henry,73.0,United States,Sports,Sports,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Technology,Travis Kalanick,46.0,United States,Uber,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Manufacturing,Koon Poh Keong,61.0,Malaysia,Aluminum,Manufacturing,True,M,45.1,76.0,"$364,701,517,788 ",32447385.0
699,4000,Technology,Dan Kurzius,51.0,United States,Email marketing,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Manufacturing,Paul Lee,65.0,China,Battery separators,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
699,4000,Technology,Tobi Lutke,42.0,Canada,E-commerce,Technology,True,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
699,4000,Automotive,Gail Miller,79.0,United States,Car dealerships,Automotive,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Telecom,Rajan Mittal,63.0,India,Telecom,Telecom,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
699,4000,Telecom,Rakesh Mittal,67.0,India,Telecom,Telecom,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
699,4000,Media & Entertainment,Isaac Perlmutter,80.0,United States,Marvel comics,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Finance & Investments,"Bernard Saul, II.",90.0,United States,"Banking, real estate",Finance,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Telecom,Shaul Shani,68.0,Italy,Telecom,Telecom,True,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
699,4000,Media & Entertainment,Steven Spielberg,76.0,United States,Movies,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
699,4000,Healthcare,Jerzy Starak,75.0,Poland,Pharmaceuticals,Healthcare,True,M,67.8,77.6,"$592,164,400,688 ",37970874.0
699,4000,Energy,Torbjorn Tornqvist,69.0,Switzerland,Oil trading,Energy,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
699,4000,Metals & Mining,Rufino Vigil Gonzalez,74.0,Mexico,Steel,Mining,True,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
699,4000,Diversified,Zhang Daocai,73.0,China,Valves,Diversified,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
721,3900,Manufacturing,Juergen Blickle,76.0,Germany,Auto parts,Manufacturing,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
721,3900,Food & Beverage,"Austen Cargill, II.",72.0,United States,Cargill,Food,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
721,3900,Food & Beverage,"James Cargill, II.",73.0,United States,Cargill,Food,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
721,3900,Finance & Investments,Vanich Chaiyawan,91.0,Thailand,"Insurance, beverages",Finance,True,M,49.3,76.9,"$543,649,976,166 ",69625582.0
721,3900,Finance & Investments,Chen Dongsheng,65.0,China,Insurance,Finance,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
721,3900,Automotive,Mong-Koo Chung,85.0,Republic of Korea,Hyundai,Automotive,False,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
721,3900,Fashion & Retail,Giuseppe De'Longhi & family,83.0,Italy,Coffee makers,Fashion,False,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
721,3900,Healthcare,Guenther Fielmann & family,83.0,Germany,Optometry,Healthcare,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
